name,online_order,book_table,rate,votes,location,cost_two,dining_type,cuisines
Bun Town,Yes,No,4.0,207,BTM,500.0,Desserts,"Cafe, Bakery"
New Surya Sweets & Snacks,No,No,3.5,7,BTM,300.0,Desserts,"Mithai, Fast Food"
Sri Devi Baker's,No,No,3.9,41,BTM,200.0,Desserts,"Bakery, Street Food"
KC Das - The Delite Foods,No,No,3.3,29,BTM,200.0,Desserts,"Mithai, Street Food"
Jodhpur Sweets & Corner,No,No,3.7,22,BTM,200.0,Desserts,"Desserts, Street Food, Mithai"
More Than Chocolates,No,No,3.6,83,BTM,200.0,Desserts,Bakery
Svadu Sweets & Savouries,No,No,3.7,26,BTM,200.0,Desserts,"Street Food, Mithai"
Freeze It,Yes,No,3.6,6,BTM,300.0,Desserts,Desserts
French Bakery,No,No,3.3,7,BTM,250.0,Desserts,"Desserts, Bakery, Beverages"
The Cheesecake Corner,No,No,3.7,48,BTM,400.0,Desserts,Desserts
BTM Cakes,Yes,No,3.3,9,BTM,400.0,Desserts,"Bakery, Desserts"
Bangali Babu Restaurant,No,No,3.2,4,BTM,250.0,Desserts,"Mithai, Desserts, Fast Food"
Kulfi & More,Yes,No,3.7,47,BTM,100.0,Desserts,Ice Cream
Candy Cake,Yes,No,3.4,7,BTM,500.0,Desserts,Bakery
Jigarthanda,No,No,3.6,13,BTM,200.0,Desserts,"Fast Food, Desserts, Rolls"
Chilld Monk,Yes,No,3.5,10,BTM,250.0,Desserts,"Desserts, Ice Cream"
Fritz Haber,Yes,No,3.3,5,South Bangalore,400.0,Desserts,"Ice Cream, Desserts"
RP Sweets,No,No,3.4,9,BTM,300.0,Desserts,Mithai
Gelato Pazzo,No,No,3.8,47,BTM,200.0,Desserts,Desserts
Calvin's,No,No,3.7,106,BTM,600.0,Desserts,Desserts
The French Loaf,No,No,3.1,32,BTM,400.0,Desserts,"Bakery, Desserts, Sandwich"
New Surya Sweets & Snacks,No,No,3.2,5,BTM,350.0,Desserts,"Mithai, Street Food"
Whisk' N Creme',No,No,3.5,12,BTM,300.0,Desserts,Bakery
Gelato Italiano,Yes,No,3.7,32,BTM,200.0,Desserts,"Ice Cream, Bakery, Desserts"
Juice Shop,Yes,No,3.6,29,BTM,150.0,Desserts,"Juices, Beverages, Ice Cream"
Tangerine - Davanam Sarovar Portico Suites,Yes,Yes,4.0,157,Koramangala 2nd Block,1100.0,Desserts,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese"
Kurtoskalacs,No,No,4.6,342,Koramangala 5th Block,400.0,Desserts,"Desserts, Fast Food"
Bonsouth,No,Yes,4.2,2626,Koramangala 5th Block,1300.0,Desserts,"Chettinad, Andhra, Kerala"
Sixth Avenue Cafe And Patisserie,No,No,4.5,210,Koramangala 5th Block,600.0,Desserts,"Cafe, Italian, Desserts"
Two Friends Cauldron,Yes,Yes,4.1,496,JP Nagar,700.0,Desserts,"Continental, Italian, American"
Stoner,Yes,No,4.5,2668,Koramangala 5th Block,500.0,Desserts,"Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages"
Roundup Cafe,Yes,Yes,4.2,589,Koramangala 5th Block,800.0,Desserts,"Cafe, Continental, Beverages"
Lot Like Crepes,Yes,No,4.6,1028,Koramangala 7th Block,550.0,Desserts,"Desserts, Continental"
Corner House Ice Cream,Yes,No,4.5,847,Jayanagar,400.0,Desserts,"Ice Cream, Desserts"
Krem,Yes,No,4.1,62,Koramangala 5th Block,450.0,Desserts,"Desserts, Ice Cream, Beverages, Sandwich"
Cakewala,Yes,No,4.3,673,Jayanagar,500.0,Desserts,"Bakery, Desserts"
Slate Cafe,Yes,No,4.1,71,JP Nagar,600.0,Desserts,"Cafe, Sandwich, Burger"
99 Pancakes,Yes,No,4.5,360,Koramangala 5th Block,300.0,Desserts,"Desserts, Beverages, Cafe, Ice Cream"
Art of Delight,No,No,4.3,464,Koramangala 5th Block,400.0,Desserts,"Ice Cream, Desserts, Beverages"
Fresh Pressery Cafe,Yes,No,4.1,147,Koramangala 5th Block,1200.0,Desserts,"Cafe, Healthy Food, Salad, Beverages, Desserts"
Berry'd Alive,No,No,4.3,1904,Koramangala 5th Block,400.0,Desserts,Desserts
Smally's Resto Cafe,Yes,Yes,4.2,1722,Koramangala 5th Block,650.0,Desserts,"Cafe, Italian, Burger, American, Steak"
Cream Chemistry,Yes,No,3.9,234,Koramangala 5th Block,500.0,Desserts,"Ice Cream, Desserts"
Smoor,Yes,No,4.2,605,Koramangala 7th Block,900.0,Desserts,"Desserts, Beverages"
The Belgian Waffle Co.,Yes,No,4.2,184,Koramangala 5th Block,350.0,Desserts,"Desserts, Beverages"
Crafted Plate,Yes,Yes,4.2,249,JP Nagar,600.0,Desserts,"Cafe, Asian, Burger, Continental, Italian, Salad"
BelgYum,Yes,No,4.1,70,Koramangala 7th Block,400.0,Desserts,Desserts
Belgian Waffle Factory,Yes,No,4.9,201,Koramangala 5th Block,400.0,Desserts,Desserts
Polar Bear,Yes,No,4.2,220,JP Nagar,400.0,Desserts,"Desserts, Ice Cream, Beverages, Sandwich"
Frozen Bottle,Yes,No,4.1,244,Koramangala 5th Block,400.0,Desserts,"Beverages, Desserts, Ice Cream"
The Marash,Yes,No,4.3,70,Koramangala 5th Block,250.0,Desserts,"Turkish, Desserts"
Krispy Kreme,Yes,No,4.2,449,Koramangala 7th Block,300.0,Desserts,"Desserts, Beverages"
Om Sweets & Snacks,No,No,3.9,34,Koramangala 5th Block,150.0,Desserts,"Mithai, Oriya, Bengali"
Banchharam,No,No,3.9,144,Koramangala 7th Block,200.0,Desserts,"Street Food, Mithai"
Mad Over Donuts,Yes,No,4.2,712,Koramangala 7th Block,450.0,Desserts,"Bakery, Desserts, Beverages"
Cream Stone,Yes,No,4.2,346,Koramangala 5th Block,500.0,Desserts,"Desserts, Ice Cream, Beverages"
Baskin Robbins,No,No,4.1,77,Koramangala 7th Block,300.0,Desserts,"Ice Cream, Desserts"
The Waffles Hut,Yes,No,3.8,24,Koramangala 5th Block,400.0,Desserts,"Desserts, Beverages"
Sweet Chariot,Yes,No,4.0,189,Koramangala 7th Block,500.0,Desserts,"Bakery, Fast Food"
Lassi Shop,Yes,No,4.1,216,Koramangala 5th Block,200.0,Desserts,"Beverages, Ice Cream"
The Kream Story,Yes,No,4.1,37,Koramangala 7th Block,500.0,Desserts,"Desserts, Fast Food"
Stoned Monkey,Yes,No,3.9,242,JP Nagar,500.0,Desserts,"Desserts, Ice Cream"
Cakebuy,Yes,No,3.9,72,Bannerghatta Road,350.0,Desserts,Desserts
WAFL Co,Yes,No,4.2,53,Koramangala 5th Block,400.0,Desserts,"Desserts, Beverages"
World of Waffles,Yes,No,3.9,191,JP Nagar,400.0,Desserts,Desserts
WAFL,Yes,No,4.0,42,Bannerghatta Road,400.0,Desserts,"Desserts, Beverages, American"
Kwality Cakes N Bakes,Yes,No,3.7,94,HSR,400.0,Desserts,"Bakery, Desserts"
Haagen Dazs,Yes,No,3.9,82,Koramangala 7th Block,800.0,Desserts,"Ice Cream, Desserts"
Frolic,Yes,No,4.2,37,Koramangala 7th Block,200.0,Desserts,"Juices, Ice Cream"
Maxpresso,No,No,4.1,324,Koramangala 7th Block,700.0,Desserts,"Cafe, American, Italian, Beverages"
Haji Ali Juice Centre,Yes,No,4.0,153,Koramangala 5th Block,350.0,Desserts,"Beverages, Fast Food, Desserts"
Cookie Man,Yes,No,4.0,100,Koramangala 7th Block,150.0,Desserts,Bakery
The Chocolate Room,Yes,No,3.9,155,JP Nagar,400.0,Desserts,"Cafe, Desserts"
Juicy,No,No,3.9,43,Koramangala 5th Block,200.0,Desserts,"Beverages, Juices, Fast Food"
Cakes And Crumbs,No,No,3.4,8,JP Nagar,350.0,Desserts,Bakery
Smooth,Yes,No,3.7,24,Bannerghatta Road,500.0,Desserts,"Desserts, Ice Cream"
Mr. Meetharam,Yes,No,2.8,75,HSR,150.0,Desserts,"Mithai, Street Food"
Flavorsome Bakes,No,No,4.0,94,Bannerghatta Road,800.0,Desserts,"Bakery, Desserts"
Ice Stone Creamery,Yes,No,3.7,42,Jayanagar,400.0,Desserts,"Desserts, Ice Cream"
Brownie Heaven,Yes,No,4.0,25,Koramangala 5th Block,300.0,Desserts,Desserts
Iyengar's Bakery,No,No,3.5,11,Koramangala 6th Block,200.0,Desserts,"Bakery, Fast Food"
Cafe Arabica,No,No,3.8,69,Bannerghatta Road,700.0,Desserts,"Cafe, Bakery, Arabian, Fast Food"
Sri Annapoorna Bajji Center,No,No,3.9,15,Jayanagar,100.0,Desserts,"Mithai, Street Food"
Brownie Points,Yes,No,3.8,26,Koramangala 4th Block,300.0,Desserts,"Bakery, Desserts"
Lassi Corner,Yes,No,3.5,16,Koramangala 5th Block,150.0,Desserts,"Beverages, Desserts"
Bunny Bakers,No,No,3.6,31,Jayanagar,250.0,Desserts,"Bakery, Fast Food"
Cold Stone Creamery,Yes,No,3.9,107,Bannerghatta Road,400.0,Desserts,"Ice Cream, Desserts"
The Donut Baker,No,No,3.8,62,Koramangala 7th Block,150.0,Desserts,Desserts
Tummy Fuel,Yes,No,4.1,450,Jayanagar,400.0,Desserts,"Cafe, Beverages, Fast Food, Street Food"
Food Theory,No,No,2.5,58,HSR,500.0,Desserts,"Biryani, North Indian, Italian, Chinese, Sandwich, Desserts"
Karachi Bakery,Yes,No,3.4,8,Koramangala 5th Block,400.0,Desserts,"Bakery, Fast Food, Desserts"
Fudge,Yes,No,3.2,12,Jayanagar,200.0,Desserts,"Desserts, Momos"
Daily Bread,No,No,3.2,64,JP Nagar,600.0,Desserts,"Bakery, Fast Food, Italian"
Dhaba Express,Yes,No,3.7,176,HSR,400.0,Desserts,"Biryani, Fast Food, North Indian, Chinese"
INDULGE by InnerChef,Yes,No,3.5,29,Koramangala 7th Block,400.0,Desserts,"Desserts, Bakery"
Venkateshwara Sweets and Restaurant,No,No,3.6,43,JP Nagar,400.0,Desserts,"South Indian, Mithai, Chinese, North Indian"
Uday Sweets,Yes,No,3.8,34,Koramangala 5th Block,250.0,Desserts,"Mithai, Fast Food"
Multi Cakes,No,No,3.7,45,JP Nagar,200.0,Desserts,"Bakery, Desserts"
Cake Art,No,No,2.9,27,JP Nagar,400.0,Desserts,Bakery
The Sandesh Factory,No,No,3.2,4,Bannerghatta Road,150.0,Desserts,"Mithai, Desserts"
Gruhalakshmi Home Foods,Yes,No,3.3,5,Bommanahalli,250.0,Desserts,Mithai
Bake Addiction,Yes,No,4.1,95,JP Nagar,500.0,Desserts,"Bakery, Desserts"
Heritage Cafe,No,No,3.6,11,Jayanagar,200.0,Desserts,"Fast Food, Tea"
Mini Forest,No,No,3.3,6,JP Nagar,500.0,Desserts,"Fast Food, Desserts"
Good Bread,No,No,3.6,14,JP Nagar,300.0,Desserts,"Bakery, Desserts"
Adi's Cake N Cafe,No,No,3.3,4,Bannerghatta Road,400.0,Desserts,Bakery
Bake The Cake,Yes,No,3.2,4,Bommanahalli,250.0,Desserts,"Bakery, Fast Food, Beverages"
Me And My Cake,No,No,3.2,4,Bommanahalli,500.0,Desserts,"Bakery, Desserts"
Arafa Juice Center,No,No,3.5,10,Koramangala 5th Block,250.0,Desserts,"Juices, Desserts, Fast Food"
Shree Mithai,No,No,3.3,10,Koramangala 7th Block,150.0,Desserts,"Desserts, Street Food, Mithai"
Meraki Patisserie,No,No,3.3,6,Jayanagar,350.0,Desserts,"Bakery, Desserts"
Mist n Creams,No,No,3.6,10,Bannerghatta Road,400.0,Desserts,Ice Cream
Niice Cream,No,No,3.8,38,Koramangala 5th Block,400.0,Desserts,"Ice Cream, Beverages, Desserts"
TGS Retails,No,No,3.3,4,HSR,600.0,Desserts,"Bakery, Desserts"
Cafe Choco Craze,No,No,3.7,9,Bannerghatta Road,400.0,Desserts,"Cafe, Fast Food, Desserts"
FrostBite,No,No,3.5,15,Koramangala 5th Block,400.0,Desserts,"Desserts, Fast Food"
Mother Nature Kulfi,No,No,3.6,10,Jayanagar,200.0,Desserts,"Desserts, Ice Cream"
Squeez Juice Bars,No,No,3.3,10,Bannerghatta Road,250.0,Desserts,"Ice Cream, Juices"
Cafe Coffee Day,No,No,3.5,7,Jayanagar,900.0,Desserts,"Cafe, Fast Food"
Cream N Desserts,No,No,3.7,49,Koramangala 7th Block,400.0,Desserts,"Desserts, Beverages"
Cake Yard,No,No,2.9,30,Koramangala 7th Block,250.0,Desserts,Desserts
Sangam Sweets,Yes,No,3.8,75,Koramangala 3rd Block,200.0,Desserts,"Mithai, Street Food"
Antilla Aromas,Yes,No,3.7,22,Bannerghatta Road,300.0,Desserts,"Desserts, Ice Cream"
AB's - Absolute Barbecues,No,Yes,4.9,6375,BTM,1600.0,Dine-out,"European, Mediterranean, North Indian, BBQ"
The Globe Grub,No,Yes,4.4,201,BTM,1300.0,Dine-out,"Continental, North Indian, Asian, Italian"
Punjabi by Nature 2.0,Yes,Yes,4.2,3230,BTM,1600.0,Dine-out,North Indian
"3B's - Buddies, Bar & Barbecues",No,Yes,4.4,1149,BTM,1100.0,Dine-out,"North Indian, Mediterranean, European, BBQ"
Pin Me Down,Yes,Yes,4.5,799,BTM,800.0,Dine-out,"Continental, Mexican, Chinese, North Indian"
Mudpipe Cafe,Yes,Yes,4.5,1874,BTM,900.0,Dine-out,"Cafe, Continental, Burger"
Malabar Bay,Yes,Yes,4.1,1541,BTM,800.0,Dine-out,"Kerala, Seafood, Chinese, Biryani, Juices"
BANGALORE BOX,Yes,Yes,4.1,624,BTM,1500.0,Dine-out,"Asian, Continental, Finger Food"
Fattoush,Yes,No,4.1,1272,BTM,900.0,Dine-out,"Arabian, Mughlai, Biryani, North Indian, Chinese, Seafood"
Gud Dhani,Yes,No,4.0,827,BTM,500.0,Dine-out,Rajasthani
Beijing Bites,Yes,No,3.7,479,BTM,850.0,Dine-out,"Chinese, Thai"
Narmadha's Hyderabad Biriyani,No,No,3.9,204,BTM,550.0,Dine-out,"Biryani, North Indian, Andhra"
Savoury - Sea Shell Restaurant,Yes,No,3.9,467,BTM,550.0,Dine-out,"Arabian, North Indian, Chinese, Fast Food"
Hotel Godavari,Yes,No,3.9,222,BTM,500.0,Dine-out,"Andhra, Chinese, North Indian, Biryani"
Jose's Mess,No,No,4.3,315,BTM,300.0,Dine-out,"Kerala, South Indian, Biryani"
Dadi's Dum Biryani,Yes,Yes,4.1,2724,BTM,800.0,Dine-out,"Biryani, North Indian, Mughlai"
Capsicum Family Restaurant,Yes,No,3.8,254,BTM,800.0,Dine-out,"Biryani, North Indian"
Polamma's Mess,Yes,No,4.2,185,BTM,300.0,Dine-out,"North Indian, Chinese, Biryani"
Biryani Spot,Yes,No,3.5,9,BTM,300.0,Dine-out,"South Indian, Biryani"
KKR Foodies,Yes,No,3.7,37,BTM,400.0,Dine-out,"Biryani, Chinese, Fast Food, North Indian"
Savoury Restaurant,Yes,No,3.9,420,BTM,800.0,Dine-out,"Arabian, North Indian, Chinese, Fast Food"
Bathinda Junction,Yes,No,3.9,363,BTM,600.0,Dine-out,North Indian
Pecos Hideout,No,Yes,4.0,165,BTM,1100.0,Dine-out,Finger Food
Ruh's Cafe,Yes,No,4.1,464,BTM,500.0,Dine-out,"Cafe, American, Italian, Continental, Chinese"
Swad Restaurant,Yes,No,3.7,115,BTM,550.0,Dine-out,"Chinese, North Indian"
King Punjabi Restaurant,No,No,3.8,52,BTM,300.0,Dine-out,North Indian
New Kabab Plaza,Yes,No,3.7,135,BTM,500.0,Dine-out,"North Indian, Chinese"
A2B - Adyar Ananda Bhavan,Yes,No,3.8,685,BTM,400.0,Dine-out,"South Indian, North Indian, Chinese, Street Food, Fast Food"
Alankrutha,Yes,No,3.9,255,BTM,500.0,Dine-out,"Andhra, Biryani, North Indian, Chinese"
Thottathil Restaurant,No,No,3.8,69,BTM,300.0,Dine-out,"Kerala, South Indian, Biryani"
Bengali Fun Foods,Yes,Yes,3.9,65,BTM,600.0,Dine-out,"Bengali, North Indian"
Birinz,Yes,No,4.1,295,BTM,700.0,Dine-out,"Biryani, Chinese, Mughlai, Fast Food, Kebab"
Sankranthi Veg Restaurant,Yes,No,3.0,102,BTM,600.0,Dine-out,"South Indian, North Indian, Chinese"
Hiyar Majhe Kolkata,Yes,No,4.0,245,BTM,400.0,Dine-out,"Bengali, North Indian"
Royal View Restaurant,Yes,No,3.7,26,BTM,700.0,Dine-out,"North Indian, Chinese, Arabian"
Momoz,Yes,No,4.0,943,BTM,600.0,Dine-out,"Chinese, Momos"
Kababish Restaurant,Yes,No,3.6,15,BTM,700.0,Dine-out,"North Indian, Chinese, Arabian"
New Gongura's,Yes,No,3.7,44,BTM,550.0,Dine-out,"Andhra, Biryani, North Indian, Chinese"
C. K. Mega Hot Food,Yes,No,3.9,100,BTM,600.0,Dine-out,"Chinese, Momos"
El Salver,Yes,Yes,3.9,74,BTM,700.0,Dine-out,"Biryani, Chinese, Continental, North Indian, Kerala, South Indian"
New Friends,Yes,No,3.8,273,BTM,900.0,Dine-out,"North Indian, Continental, Chinese, Steak"
Brother?s Bar & Kitchen,No,No,3.4,5,BTM,1000.0,Dine-out,"Chinese, North Indian"
Cafe Fattoush,Yes,No,3.8,24,BTM,700.0,Dine-out,"Cafe, Lebanese"
Royal Paris,Yes,No,3.9,68,BTM,1000.0,Dine-out,"North Indian, Arabian, Chinese"
Mecaf Family Restaurant,Yes,No,3.9,214,BTM,600.0,Dine-out,"North Indian, Chinese, Fast Food, Rolls, Beverages"
RBP Greens Garden,Yes,No,2.7,48,BTM,700.0,Dine-out,"North Indian, Chinese"
Punjabi Swag,Yes,No,3.9,670,BTM,500.0,Dine-out,North Indian
Hyderabadi Biryani Hub,Yes,No,3.6,218,BTM,600.0,Dine-out,"Biryani, North Indian, Chinese"
Shagun Sweets & Foods,Yes,No,3.5,221,BTM,400.0,Dine-out,"Mithai, North Indian, Street Food, Chinese"
Black Cup Cafe,Yes,No,3.6,19,BTM,400.0,Dine-out,"Cafe, Fast Food, Beverages"
Tandoor Garden,Yes,No,3.6,71,BTM,350.0,Dine-out,"North Indian, Chinese, Kebab"
Xpress Chai,Yes,No,3.7,31,BTM,150.0,Dine-out,Tea
Hang10 Resto N Cafe,Yes,No,3.8,100,BTM,700.0,Dine-out,"Cafe, North Indian, Chinese"
Modern Restaurant,Yes,No,3.1,18,BTM,450.0,Dine-out,"North Indian, Chinese"
Kabab Ghar,Yes,No,3.3,14,BTM,600.0,Dine-out,"Biryani, North Indian, Kebab"
Sri Vishnu Park,Yes,No,3.8,99,BTM,350.0,Dine-out,"South Indian, North Indian, Chinese"
Yeti,No,No,3.7,22,BTM,300.0,Dine-out,"Fast Food, Desserts, Ice Cream"
The Biryani Story,No,No,4.4,76,BTM,600.0,Dine-out,"Biryani, North Indian, Chinese, Mughlai"
Sai Mango Tree,Yes,No,3.6,45,BTM,500.0,Dine-out,"Biryani, Hyderabadi, Chinese"
New Surya Sweets & Snacks,No,No,3.5,7,BTM,300.0,Dine-out,"Mithai, Fast Food"
Avon Bar & Kitchen,No,No,3.7,104,BTM,700.0,Dine-out,"Andhra, Chinese, North Indian"
Krishna Vaibhava,Yes,No,3.5,40,BTM,350.0,Dine-out,"North Indian, South Indian"
Abhiruchi Hotel,Yes,No,3.5,735,BTM,600.0,Dine-out,"Andhra, Biryani, Chinese, North Indian, Seafood, South Indian"
Zam Zam Darbar,No,No,2.9,84,BTM,500.0,Dine-out,"North Indian, Biryani, Chinese"
Kullad Cafe,Yes,No,3.9,331,BTM,200.0,Dine-out,"North Indian, Cafe, Fast Food, Beverages"
Trippy Paradise,Yes,No,2.6,60,BTM,900.0,Dine-out,Cafe
Indus Family Restaurant,Yes,No,3.8,117,BTM,600.0,Dine-out,"North Indian, Biryani"
On The Nose,Yes,No,3.8,613,BTM,600.0,Dine-out,"Cafe, Italian, Mexican, Chinese"
Mayur,No,No,3.6,18,BTM,500.0,Dine-out,"Andhra, North Indian, Chinese"
Akshaya Grand,Yes,No,3.4,29,BTM,750.0,Dine-out,North Indian
Brewz Coffee,Yes,No,3.0,61,BTM,650.0,Dine-out,Cafe
Bakers Town,Yes,No,3.6,41,BTM,600.0,Dine-out,"Cafe, Continental, Fast Food"
Cafe Orio,No,No,4.0,147,BTM,400.0,Dine-out,"Cafe, Fast Food"
Kannoor Restaurant,Yes,No,3.1,18,BTM,500.0,Dine-out,"Kerala, Chinese, South Indian, North Indian"
Sai Abhiruchi,Yes,No,3.8,337,BTM,800.0,Dine-out,"Andhra, North Indian, Biryani"
Dilish Kitchens,No,No,3.7,28,BTM,500.0,Dine-out,"North Indian, Chinese"
Champaran Spice,No,No,3.4,5,BTM,400.0,Dine-out,North Indian
Tasty Magic,Yes,No,2.7,73,BTM,600.0,Dine-out,"Chinese, North Indian"
Bawarchi Inn,Yes,No,3.1,140,BTM,600.0,Dine-out,"North Indian, Biryani, Andhra, Chinese"
Delight Food,Yes,No,2.7,172,BTM,450.0,Dine-out,"Andhra, Chinese, Biryani"
Nandanam Family Restaurant,Yes,No,3.6,18,BTM,350.0,Dine-out,"Kerala, Chinese, South Indian"
Swaadam Veg,Yes,No,3.6,34,BTM,300.0,Dine-out,"South Indian, Chinese"
BBQ Ride 46,Yes,No,3.4,7,South Bangalore,200.0,Dine-out,BBQ
Insta Cafe,Yes,No,2.9,7,BTM,400.0,Dine-out,"Cafe, Continental, Pizza, Italian, Beverages"
Golden Grill Restaurant,No,No,3.5,18,BTM,550.0,Dine-out,"Arabian, Chinese, North Indian, Kerala, Seafood"
Nile Garden Restaurant,Yes,No,2.6,33,BTM,500.0,Dine-out,"North Indian, Fast Food, Chinese, Beverages"
Whooppeezz,No,No,4.0,372,BTM,500.0,Dine-out,"Italian, Pizza"
Invitation Bar & Restaurant,No,No,3.0,15,BTM,1000.0,Dine-out,North Indian
Flavour of China,Yes,No,3.8,254,BTM,550.0,Dine-out,Chinese
New Grand Restaurant,Yes,No,3.1,11,BTM,500.0,Dine-out,"North Indian, South Indian, Biryani"
New Andhra Spice,Yes,No,3.6,22,BTM,600.0,Dine-out,Andhra
Desi Vibes,Yes,No,3.7,46,BTM,600.0,Dine-out,"North Indian, Chinese"
HungerLoft,Yes,No,2.5,109,BTM,800.0,Dine-out,"North Indian, Chinese, Arabian"
Zanzibar - Davanam Sarovar Portico Suites,No,No,3.5,39,BTM,1200.0,Dine-out,Finger Food
Melt,No,No,4.0,115,BTM,1000.0,Dine-out,"Continental, Steak, Fast Food"
Hearts Unlock Cafe,No,No,3.2,11,BTM,500.0,Dine-out,"Cafe, Healthy Food"
Blue Berry Restaurant,No,No,2.9,17,BTM,600.0,Dine-out,"North Indian, Kerala, Chinese"
Cafe Coffee Day,No,No,3.3,15,BTM,900.0,Dine-out,"Cafe, Fast Food"
Cafe 221B,Yes,Yes,3.7,49,BTM,300.0,Dine-out,"Cafe, Beverages"
Neer Dosa Fish Land,No,No,3.6,39,BTM,600.0,Dine-out,"Seafood, Mangalorean"
Seekers Cafe,No,No,3.6,25,BTM,500.0,Dine-out,"Italian, Continental"
Dash In,No,No,3.1,53,BTM,600.0,Dine-out,"North Indian, Chinese, Kerala"
De Street Cafe,No,No,3.6,61,BTM,500.0,Dine-out,Cafe
Cafe Hush,No,No,3.6,22,BTM,500.0,Dine-out,"Cafe, Fast Food"
Hunger Buds,No,No,3.5,10,BTM,250.0,Dine-out,North Indian
Amaravati Grand,No,No,3.4,7,BTM,550.0,Dine-out,"Chinese, Andhra, Mangalorean"
Hyderabadi Biryani Corner,No,No,3.4,7,BTM,350.0,Dine-out,"Hyderabadi, North Indian, Chinese"
Amontron,Yes,No,3.9,438,BTM,650.0,Dine-out,Bengali
100ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ°C,No,No,3.7,41,BTM,450.0,Dine-out,"Biryani, North Indian"
Ma-Arya Family Restaurant,No,No,3.1,8,BTM,600.0,Dine-out,"Biryani, South Indian, North Indian, Chinese, Andhra"
Sri Durga Cane Fresh,No,No,3.4,5,BTM,100.0,Dine-out,"Juices, Beverages, Fast Food"
Aha Juice Bar,No,No,3.6,13,BTM,200.0,Dine-out,"Beverages, Fast Food"
Amravathi Restaurants & Caterers,No,No,3.1,6,BTM,400.0,Dine-out,"North Indian, Chinese"
Shater Grill House,No,No,3.5,8,BTM,700.0,Dine-out,"North Indian, Arabian, Chinese"
Benzys,No,No,3.2,6,BTM,700.0,Dine-out,"Arabian, Chinese, Hyderabadi, Kerala"
Nanna Munna,No,No,3.4,8,BTM,200.0,Dine-out,"North Indian, Chinese"
Bamboo Heights,No,No,3.7,112,BTM,500.0,Dine-out,"Chinese, Fast Food, Continental"
Zengi Pub & Restaurant,Yes,No,3.7,32,BTM,900.0,Dine-out,"Finger Food, Continental, Chinese"
Biggies Burger 'n' More,Yes,No,3.8,208,BTM,650.0,Dine-out,"Cafe, Burger, Beverages"
PHEW (Play Hard Eat Wild),Yes,Yes,3.9,487,BTM,700.0,Dine-out,"Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe"
The 90s Hash House,No,No,3.8,63,BTM,500.0,Dine-out,Cafe
Eatery Have U Been,Yes,No,3.4,35,BTM,500.0,Dine-out,"Cafe, Chinese, Fast Food, Burger, North Indian"
Chai Point,Yes,No,4.0,113,BTM,250.0,Dine-out,"Tea, Beverages, Fast Food"
Odissi Restaurant,Yes,No,2.8,62,BTM,500.0,Dine-out,"Oriya, Bengali"
Mughlai Kitchen,Yes,No,3.5,270,BTM,600.0,Dine-out,"Mughlai, North Indian, Chinese, Momos"
Krishna Sagar,Yes,No,3.9,52,BTM,300.0,Dine-out,"South Indian, North Indian, Chinese"
Sri Punjabi Dhaba,Yes,No,3.2,44,BTM,400.0,Dine-out,North Indian
Pizza Hut,Yes,No,3.3,19,BTM,750.0,Dine-out,"Pizza, Fast Food"
Grillopia,Yes,No,3.9,88,BTM,1000.0,Dine-out,"Italian, American, Fast Food, Wraps, Rolls, Salad"
Yum In My Tum,Yes,No,4.1,99,BTM,300.0,Dine-out,"Chinese, Continental, Fast Food, Healthy Food"
Biriyani Bhatti,Yes,No,3.7,21,BTM,400.0,Dine-out,"Chinese, Hyderabadi, North Indian"
Gyani Da Punjabi Dhaba,Yes,No,3.9,1189,BTM,500.0,Dine-out,"North Indian, Chinese"
Awesome Foods,Yes,No,3.7,23,BTM,300.0,Dine-out,"Chinese, North Indian"
Kalingas,Yes,No,3.9,179,BTM,250.0,Dine-out,"Oriya, Fast Food"
Muthashy's,Yes,No,4.2,465,BTM,400.0,Dine-out,"Kerala, South Indian, Chinese"
Swadista Aahar,Yes,No,4.1,783,BTM,300.0,Dine-out,"South Indian, North Indian, Chinese, Street Food"
Kannur Food Point,No,No,4.0,137,BTM,200.0,Dine-out,"Kerala, North Indian"
Aramane Donne Biriyani,Yes,No,3.9,191,BTM,300.0,Dine-out,"Biryani, Fast Food"
Ambur Star Briyani,Yes,No,3.5,383,BTM,400.0,Dine-out,"Biryani, Kebab"
The Shawarma Shop,Yes,No,4.1,381,BTM,250.0,Dine-out,Arabian
Litti Twist,Yes,No,4.2,465,BTM,300.0,Dine-out,"North Indian, Bihari"
KFC,Yes,No,3.9,348,BTM,400.0,Dine-out,"Burger, Fast Food"
Domino's Pizza,Yes,No,4.1,521,BTM,400.0,Dine-out,"Pizza, Fast Food"
YummRajj,Yes,No,3.3,42,BTM,500.0,Dine-out,Fast Food
Amaravati,No,No,3.6,39,BTM,400.0,Dine-out,"North Indian, Chinese"
Faasos,Yes,No,3.9,441,BTM,500.0,Dine-out,"North Indian, Biryani, Fast Food"
Appana Restaurant,Yes,No,3.5,11,BTM,300.0,Dine-out,North Indian
Petoo,Yes,No,4.0,23,BTM,400.0,Dine-out,"North Indian, Fast Food, Beverages"
